Date,Hour,Market Demand,Ontario Demand
2018-09-21,13,21011,18928
2018-09-21,14,21227,19120
2018-09-21,15,20936,19028
2018-09-21,16,20900,18877
2018-09-21,17,20850,18949
2018-09-21,18,19961,18155
2018-09-21,19,18869,17629
2018-09-21,20,19004,17302
2018-09-21,21,17973,16125
2018-09-21,22,16893,14699
2018-09-21,23,15592,13320
2018-09-21,24,14549,12285
2018-09-22,1,14039,11721
2018-09-22,2,13687,11260
2018-09-22,3,13491,11076
2018-09-22,4,13409,10961
2018-09-22,5,13462,11053
2018-09-22,6,14545,11664
2018-09-22,7,14721,12204
2018-09-22,8,14930,12719
2018-09-22,9,15079,12913
2018-09-22,10,15224,13024
2018-09-22,11,15344,13166
2018-09-22,12,15327,13133
2018-09-22,13,15303,13040
2018-09-22,14,15060,12923
2018-09-22,15,15167,13005
2018-09-22,16,15555,13389
2018-09-22,17,15984,13862
2018-09-22,18,16498,14334
2018-09-22,19,16630,14499
2018-09-22,20,16709,14709
2018-09-22,21,15951,14018
2018-09-22,22,15448,13259
2018-09-22,23,14418,12387
2018-09-22,24,13888,11854
2018-09-23,1,13931,11398
2018-09-23,2,13576,11021
2018-09-23,3,13268,10871
2018-09-23,4,13387,10841
2018-09-23,5,13484,10905
2018-09-23,6,13850,11248
2018-09-23,7,14029,11635
2018-09-23,8,14286,12167
2018-09-23,9,14506,12412
2018-09-23,10,14632,12608
2018-09-23,11,14759,12741
2018-09-23,12,14989,12963
2018-09-23,13,15189,13008
2018-09-23,14,15007,12963
2018-09-23,15,15377,13200
2018-09-23,16,15945,13941
2018-09-23,17,16584,14604
2018-09-23,18,16796,14923
2018-09-23,19,16834,15120
2018-09-23,20,16683,15276
2018-09-23,21,15876,14389
2018-09-23,22,15828,13654
2018-09-23,23,15554,12770
2018-09-23,24,15110,12107
2018-09-24,1,14697,11859
2018-09-24,2,14364,11524
2018-09-24,3,14221,11423
2018-09-24,4,14446,11605
2018-09-24,5,14920,12099
2018-09-24,6,15762,13395
2018-09-24,7,16738,14597
2018-09-24,8,16852,14763
2018-09-24,9,16948,14730
2018-09-24,10,16831,14527
2018-09-24,11,16862,14489
2018-09-24,12,17287,14522
2018-09-24,13,17184,14541
2018-09-24,14,17237,14438
2018-09-24,15,17416,14811
2018-09-24,16,18072,15213
2018-09-24,17,18294,15914
2018-09-24,18,18434,16103
2018-09-24,19,18870,16635
2018-09-24,20,18361,16285
2018-09-24,21,17746,15576
2018-09-24,22,17079,14349
2018-09-24,23,16106,13328
2018-09-24,24,14929,12359
2018-09-25,1,14741,11918
2018-09-25,2,14369,11677
2018-09-25,3,14372,11612
2018-09-25,4,14396,11694
2018-09-25,5,14930,12099
2018-09-25,6,15993,13442
2018-09-25,7,17243,14938
2018-09-25,8,17981,15704
2018-09-25,9,18106,15943
2018-09-25,10,18114,16156
2018-09-25,11,18254,16364
2018-09-25,12,18499,16502
2018-09-25,13,18606,16482
2018-09-25,14,18644,16414
2018-09-25,15,18698,16426
2018-09-25,16,18866,16692
2018-09-25,17,19071,17012
2018-09-25,18,18774,16923
2018-09-25,19,19262,17269
2018-09-25,20,18945,16909
2018-09-25,21,17786,15836
2018-09-25,22,17127,15010
2018-09-25,23,16337,13807
2018-09-25,24,15322,12804
2018-09-26,1,14624,12299
2018-09-26,2,14540,12097
2018-09-26,3,14731,11982
2018-09-26,4,15009,12087
2018-09-26,5,15668,12709
2018-09-26,6,16355,14057
2018-09-26,7,17823,15680
2018-09-26,8,18264,16223
2018-09-26,9,18455,16226
2018-09-26,10,18557,16219
2018-09-26,11,18470,16165
2018-09-26,12,18014,15689
2018-09-26,13,17847,15507
2018-09-26,14,17609,15226
2018-09-26,15,17311,14973
2018-09-26,16,17629,15290
2018-09-26,17,18131,15826
2018-09-26,18,18447,16240
2018-09-26,19,18575,16771
2018-09-26,20,18078,16491
2018-09-26,21,17689,15670
2018-09-26,22,16457,14475
2018-09-26,23,15874,13487
2018-09-26,24,15524,13010
2018-09-27,1,14810,12288
2018-09-27,2,14520,11960
2018-09-27,3,14387,11863
2018-09-27,4,14395,11916
2018-09-27,5,14670,12419
2018-09-27,6,15697,13674
2018-09-27,7,16626,14896
2018-09-27,8,16844,14855
2018-09-27,9,16845,14764
2018-09-27,10,16812,14729
2018-09-27,11,16636,14618
2018-09-27,12,16681,14681
2018-09-27,13,16937,14850
2018-09-27,14,16932,14865
2018-09-27,15,16917,14761
2018-09-27,16,17825,15671
2018-09-27,17,18075,16046
2018-09-27,18,17656,15965
2018-09-27,19,17939,16649
2018-09-27,20,17974,16511
2018-09-27,21,17474,15627
2018-09-27,22,16540,14513
2018-09-27,23,15492,13445
2018-09-27,24,15255,12775
2018-09-28,1,15157,12327
2018-09-28,2,14995,12025
2018-09-28,3,14544,11729
2018-09-28,4,14782,11839
2018-09-28,5,15159,12250
2018-09-28,6,15595,13352
2018-09-28,7,16437,14537
2018-09-28,8,16584,14618
2018-09-28,9,16754,14604
2018-09-28,10,17010,14582
2018-09-28,11,16591,14533
2018-09-28,12,17137,14740
2018-09-28,13,17024,14740
2018-09-28,14,17080,14917
2018-09-28,15,17487,15189
2018-09-28,16,17465,15618
2018-09-28,17,17435,15697
2018-09-28,18,17371,15697
2018-09-28,19,17798,16043
2018-09-28,20,17375,15655
2018-09-28,21,16738,14925
2018-09-28,22,16382,14044
2018-09-28,23,15890,13163
2018-09-28,24,14928,12477
2018-09-29,1,14379,11946
2018-09-29,2,13838,11593
2018-09-29,3,13418,11343
2018-09-29,4,13394,11317
2018-09-29,5,13528,11433
2018-09-29,6,14551,11880
2018-09-29,7,15242,12595
2018-09-29,8,15686,13050
2018-09-29,9,15332,13344
2018-09-29,10,15165,13271
2018-09-29,11,15196,13286
2018-09-29,12,15149,13239
2018-09-29,13,14979,12970
2018-09-29,14,14821,12787
2018-09-29,15,14811,12831
2018-09-29,16,15205,13181
2018-09-29,17,16008,13926
2018-09-29,18,15994,14316
2018-09-29,19,16384,14739
2018-09-29,20,16268,14557
2018-09-29,21,15739,13997
2018-09-29,22,15125,13278
2018-09-29,23,14810,12479
2018-09-29,24,14383,11796
2018-09-30,1,14283,11356
2018-09-30,2,13993,11100
2018-09-30,3,13716,10876
2018-09-30,4,13652,10834
2018-09-30,5,13816,10991
2018-09-30,6,14349,11322
2018-09-30,7,14616,11831
2018-09-30,8,15367,12693
2018-09-30,9,15906,13525
2018-09-30,10,16321,13876
2018-09-30,11,16098,14115
2018-09-30,12,16230,14334
2018-09-30,13,15957,14270
2018-09-30,14,15853,14348
2018-09-30,15,16098,14509
2018-09-30,16,16557,14920
2018-09-30,17,16857,15276
2018-09-30,18,16928,15442
2018-09-30,19,17182,15837
2018-09-30,20,16847,15392
2018-09-30,21,16274,14653
2018-09-30,22,15546,13777
2018-09-30,23,15115,12938
2018-09-30,24,15096,12334
2018-10-01,1,14805,12059
2018-10-01,2,14640,11813
2018-10-01,3,14572,11807
2018-10-01,4,14579,11795
2018-10-01,5,14657,12275
2018-10-01,6,15813,13618
2018-10-01,7,17256,15050
2018-10-01,8,17567,15583
2018-10-01,9,17443,15590
2018-10-01,10,17610,15785
2018-10-01,11,17419,15620
2018-10-01,12,17402,15575
2018-10-01,13,17596,15635
2018-10-01,14,17484,15482
2018-10-01,15,17729,15509
2018-10-01,16,17819,15874
2018-10-01,17,18034,16149
2018-10-01,18,18278,16329
2018-10-01,19,18450,16531
2018-10-01,20,18297,16416
2018-10-01,21,17475,15597
2018-10-01,22,16853,14536
2018-10-01,23,15960,13579
2018-10-01,24,15239,12833
2018-10-02,1,15070,12414
2018-10-02,2,14517,12142
2018-10-02,3,14299,11972
2018-10-02,4,14552,12050
2018-10-02,5,15025,12653
2018-10-02,6,16211,13911
2018-10-02,7,17498,15258
2018-10-02,8,17267,15486
2018-10-02,9,17382,15640
2018-10-02,10,17520,15625
2018-10-02,11,17563,15707
2018-10-02,12,17673,15730
2018-10-02,13,17774,15793
2018-10-02,14,17777,15728
2018-10-02,15,17883,15749
2018-10-02,16,18185,16050
2018-10-02,17,18399,16318
2018-10-02,18,18447,16409
2018-10-02,19,18641,16772
2018-10-02,20,18350,16483
2018-10-02,21,17675,15783
2018-10-02,22,16462,14637
2018-10-02,23,15506,13488
2018-10-02,24,14813,12790
2018-10-03,1,14354,12314
2018-10-03,2,14062,12042
2018-10-03,3,14142,11805
2018-10-03,4,13994,11888
2018-10-03,5,14550,12447
2018-10-03,6,15572,13872
2018-10-03,7,17088,15369
2018-10-03,8,17133,15507
2018-10-03,9,17073,15451
2018-10-03,10,17128,15537
2018-10-03,11,17104,15488
2018-10-03,12,17013,15317
2018-10-03,13,17021,15305
2018-10-03,14,17330,15232
2018-10-03,15,17402,15226
2018-10-03,16,17376,15455
2018-10-03,17,17786,15697
2018-10-03,18,17772,15948
2018-10-03,19,18448,16212
2018-10-03,20,18429,15948
2018-10-03,21,17786,15302
2018-10-03,22,16644,14135
2018-10-03,23,15672,13101
2018-10-03,24,14872,12336
2018-10-04,1,14725,11846
2018-10-04,2,14130,11576
2018-10-04,3,13615,11517
2018-10-04,4,13702,11595
2018-10-04,5,14401,12110
2018-10-04,6,16080,13534
2018-10-04,7,17748,15167
2018-10-04,8,18181,15661
2018-10-04,9,17919,15927
2018-10-04,10,17462,15474
2018-10-04,11,16972,14987
2018-10-04,12,16627,14635
2018-10-04,13,16505,14434
2018-10-04,14,16327,14235
2018-10-04,15,16212,14126
2018-10-04,16,16555,14426
2018-10-04,17,17070,14941
2018-10-04,18,17452,15387
2018-10-04,19,18190,16061
2018-10-04,20,18043,16010
2018-10-04,21,17476,15412
2018-10-04,22,17130,14547
2018-10-04,23,15701,13551
2018-10-04,24,14536,12504
2018-10-05,1,14069,11982
2018-10-05,2,14060,11778
2018-10-05,3,14349,11533
2018-10-05,4,14392,11590
2018-10-05,5,14799,12236
2018-10-05,6,15604,13506
2018-10-05,7,16579,14703
2018-10-05,8,16756,14863
2018-10-05,9,17365,14952
2018-10-05,10,17545,15095
2018-10-05,11,17768,15352
2018-10-05,12,17469,15185
2018-10-05,13,16702,14992
2018-10-05,14,17292,15056
2018-10-05,15,17344,14973
2018-10-05,16,17176,15208
2018-10-05,17,17570,15497
2018-10-05,18,17920,15876
2018-10-05,19,18167,16269
2018-10-05,20,18106,16065
2018-10-05,21,17695,15448
2018-10-05,22,16787,14524
2018-10-05,23,15805,13310
2018-10-05,24,15103,12475
2018-10-06,1,14674,11986
2018-10-06,2,14391,11583
2018-10-06,3,14193,11370
2018-10-06,4,14254,11378
2018-10-06,5,14409,11576
2018-10-06,6,14823,12026
2018-10-06,7,15653,12840
2018-10-06,8,16368,13671
2018-10-06,9,16139,14190
2018-10-06,10,16282,14632
2018-10-06,11,16684,15038
2018-10-06,12,16571,14957
2018-10-06,13,16812,14856
2018-10-06,14,16180,14491
2018-10-06,15,16595,14361
2018-10-06,16,16676,14560
2018-10-06,17,17219,14875
2018-10-06,18,17260,15075
2018-10-06,19,17469,15292
2018-10-06,20,17360,15089
2018-10-06,21,17095,14559
2018-10-06,22,16568,13944
2018-10-06,23,16081,12993
2018-10-06,24,15281,12210
2018-10-07,1,14863,11742
2018-10-07,2,14892,11427
2018-10-07,3,14714,11253
2018-10-07,4,14674,11222
2018-10-07,5,14609,11172
2018-10-07,6,14587,11490
2018-10-07,7,14693,12055
2018-10-07,8,14795,12852
2018-10-07,9,15558,13550
2018-10-07,10,15979,14169
2018-10-07,11,16136,14414
2018-10-07,12,16319,14562
2018-10-07,13,15973,14308
2018-10-07,14,15961,14285
2018-10-07,15,16107,14357
2018-10-07,16,16252,14554
2018-10-07,17,16124,14405
2018-10-07,18,16197,14334
2018-10-07,19,16142,14265
2018-10-07,20,15874,13992
2018-10-07,21,15651,13616
2018-10-07,22,15654,13183
2018-10-07,23,15030,12566
2018-10-07,24,14542,11919
2018-10-08,1,13947,11384
2018-10-08,2,13607,11004
2018-10-08,3,13348,10857
2018-10-08,4,13359,10847
2018-10-08,5,13538,11003
2018-10-08,6,13815,11298
2018-10-08,7,14220,11803
2018-10-08,8,14783,12419
2018-10-08,9,15467,13085
2018-10-08,10,16082,13697
2018-10-08,11,16364,14031
2018-10-08,12,15845,13910
2018-10-08,13,16230,14002
2018-10-08,14,16200,13993
2018-10-08,15,16158,14154
2018-10-08,16,16237,14465
2018-10-08,17,16421,14703
2018-10-08,18,16559,14922
2018-10-08,19,16921,15244
2018-10-08,20,16671,14889
2018-10-08,21,16111,14185
2018-10-08,22,15613,13274
2018-10-08,23,14441,12531
2018-10-08,24,14280,11782
2018-10-09,1,14026,11400
2018-10-09,2,13823,11154
2018-10-09,3,13623,11042
2018-10-09,4,13599,11098
2018-10-09,5,14098,11729
2018-10-09,6,15302,13127
2018-10-09,7,16296,14671
2018-10-09,8,16624,14972
2018-10-09,9,16811,15115
2018-10-09,10,17064,15356
2018-10-09,11,17699,15541
2018-10-09,12,17781,15842
2018-10-09,13,18465,16342
2018-10-09,14,18454,16659
2018-10-09,15,19152,17115
2018-10-09,16,19418,17755
2018-10-09,17,19537,18009
2018-10-09,18,19181,17811
2018-10-09,19,19130,17781
2018-10-09,20,18423,16965
2018-10-09,21,17907,16451
2018-10-09,22,17129,15723
2018-10-09,23,16220,14603
2018-10-09,24,15759,13538
2018-10-10,1,14845,12630
2018-10-10,2,15001,12236
2018-10-10,3,14770,12018
2018-10-10,4,14767,12050
2018-10-10,5,14801,12462
2018-10-10,6,15451,13749
2018-10-10,7,17122,15361
2018-10-10,8,17518,15872
2018-10-10,9,17707,16089
2018-10-10,10,17912,16259
2018-10-10,11,18192,16504
2018-10-10,12,18668,16927
2018-10-10,13,18974,17226
2018-10-10,14,19232,17469
2018-10-10,15,19532,17821
2018-10-10,16,19850,18163
2018-10-10,17,19474,18205
2018-10-10,18,19540,18057
2018-10-10,19,19530,18188
2018-10-10,20,19523,17856
2018-10-10,21,18668,17007
2018-10-10,22,17757,15739
2018-10-10,23,16879,14651
2018-10-10,24,16021,13510
2018-10-11,1,15770,13213
2018-10-11,2,15567,12802
2018-10-11,3,15238,12488
2018-10-11,4,15181,12469
2018-10-11,5,15783,13056
2018-10-11,6,16740,14427
2018-10-11,7,17831,15665
2018-10-11,8,18146,16014
2018-10-11,9,18385,16155
2018-10-11,10,18356,16069
2018-10-11,11,18139,15907
2018-10-11,12,17698,15730
2018-10-11,13,17584,15616
2018-10-11,14,17579,15375
2018-10-11,15,17553,15324
2018-10-11,16,17881,15571
2018-10-11,17,18149,15764
2018-10-11,18,18249,15913
2018-10-11,19,18568,16285
2018-10-11,20,18279,15988
2018-10-11,21,17605,15311
2018-10-11,22,16495,14191
2018-10-11,23,15556,13114
2018-10-11,24,14923,12424
2018-10-12,1,14708,11980
2018-10-12,2,14251,11622
2018-10-12,3,14073,11479
2018-10-12,4,14199,11551
2018-10-12,5,14820,12162
2018-10-12,6,15823,13498
2018-10-12,7,17124,14886
2018-10-12,8,17292,15112
2018-10-12,9,17134,14847
2018-10-12,10,16995,14703
2018-10-12,11,16980,14702
2018-10-12,12,16770,14566
2018-10-12,13,16731,14525
2018-10-12,14,16666,14537
2018-10-12,15,16578,14623
2018-10-12,16,16777,14977
2018-10-12,17,17168,15579
2018-10-12,18,17300,15994
2018-10-12,19,17341,16098
2018-10-12,20,17420,15937
2018-10-12,21,17178,15324
2018-10-12,22,16616,14576
2018-10-12,23,15921,13551
2018-10-12,24,15140,12815
2018-10-13,1,14378,12274
2018-10-13,2,14026,11772
2018-10-13,3,13854,11585
2018-10-13,4,13898,11532
2018-10-13,5,14017,11690
2018-10-13,6,14526,12274
2018-10-13,7,14922,13020
2018-10-13,8,15396,13709
2018-10-13,9,15655,14189
2018-10-13,10,15601,14129
2018-10-13,11,15593,14065
2018-10-13,12,15761,13996
2018-10-13,13,15772,13802
2018-10-13,14,15451,13451
2018-10-13,15,15406,13404
2018-10-13,16,15799,13733
2018-10-13,17,16354,14322
2018-10-13,18,16453,14906
2018-10-13,19,16854,15225
2018-10-13,20,16418,14839
2018-10-13,21,16061,14292
2018-10-13,22,15798,13671
2018-10-13,23,14961,12816
2018-10-13,24,14345,12109
2018-10-14,1,13939,11734
2018-10-14,2,13443,11335
2018-10-14,3,13146,11093
2018-10-14,4,13074,11016
2018-10-14,5,13286,11205
2018-10-14,6,13969,11700
2018-10-14,7,14662,12335
2018-10-14,8,15076,12921
2018-10-14,9,15081,13033
2018-10-14,10,15094,13071
2018-10-14,11,15000,12951
2018-10-14,12,15062,12950
2018-10-14,13,14854,12787
2018-10-14,14,14960,12845
2018-10-14,15,15225,13110
2018-10-14,16,15647,13545
2018-10-14,17,16585,14508
2018-10-14,18,16774,15191
2018-10-14,19,16869,15381
2018-10-14,20,16464,14816
2018-10-14,21,15916,14231
2018-10-14,22,15728,13526
2018-10-14,23,14701,12557
2018-10-14,24,13985,11799
2018-10-15,1,13669,11479
2018-10-15,2,13421,11317
2018-10-15,3,13536,11377
2018-10-15,4,13777,11602
2018-10-15,5,14365,12210
2018-10-15,6,15349,13623
2018-10-15,7,16881,15137
2018-10-15,8,17311,15614
2018-10-15,9,17696,15796
2018-10-15,10,17956,15971
2018-10-15,11,18107,15822
2018-10-15,12,17916,15596
2018-10-15,13,18213,15670
2018-10-15,14,17836,15362
2018-10-15,15,17776,15288
2018-10-15,16,18087,15614
2018-10-15,17,18388,15878
2018-10-15,18,18588,16078
2018-10-15,19,19091,16581
2018-10-15,20,18819,16319
2018-10-15,21,18206,15686
2018-10-15,22,17275,14738
2018-10-15,23,16236,13707
2018-10-15,24,15349,12894
2018-10-16,1,14524,12421
2018-10-16,2,14201,12232
2018-10-16,3,14154,12147
2018-10-16,4,14262,12231
2018-10-16,5,14943,12828
2018-10-16,6,16497,14310
2018-10-16,7,17694,15639
2018-10-16,8,17900,15540
2018-10-16,9,17778,15277
2018-10-16,10,17404,14884
2018-10-16,11,16906,14456
2018-10-16,12,16683,14225
2018-10-16,13,16744,14291
2018-10-16,14,16110,14170
2018-10-16,15,16399,14374
2018-10-16,16,17353,14916
2018-10-16,17,17965,15528
2018-10-16,18,18554,16130
2018-10-16,19,18701,16554
2018-10-16,20,18565,16162
2018-10-16,21,17816,15360
2018-10-16,22,16847,14336
2018-10-16,23,15673,13210
2018-10-16,24,14865,12484
2018-10-17,1,14247,12087
2018-10-17,2,14232,11862
2018-10-17,3,14131,11740
2018-10-17,4,14261,11860
2018-10-17,5,14804,12470
2018-10-17,6,16482,14038
2018-10-17,7,17951,15516
2018-10-17,8,18013,15556
2018-10-17,9,18094,15607
2018-10-17,10,17776,15294
2018-10-17,11,17455,14983
2018-10-17,12,17299,14839
2018-10-17,13,17215,14771
2018-10-17,14,17171,14765
2018-10-17,15,17066,14682
2018-10-17,16,17621,15205
2018-10-17,17,18349,15908
2018-10-17,18,18841,16408
2018-10-17,19,19292,17032
2018-10-17,20,18964,16773
2018-10-17,21,18570,16112
2018-10-17,22,17428,14975
2018-10-17,23,16263,13852
2018-10-17,24,15551,13119
2018-10-18,1,15247,12772
2018-10-18,2,15083,12567
2018-10-18,3,15009,12506
2018-10-18,4,15082,12576
2018-10-18,5,15566,13176
2018-10-18,6,16506,14649
2018-10-18,7,17811,16122
2018-10-18,8,17673,16225
2018-10-18,9,17715,15935
2018-10-18,10,17557,15644
2018-10-18,11,17284,15382
2018-10-18,12,16905,15051
2018-10-18,13,16845,14814
2018-10-18,14,16270,14471
2018-10-18,15,16900,14557
2018-10-18,16,17149,14971
2018-10-18,17,17611,15521
2018-10-18,18,18259,16417
2018-10-18,19,18614,16832
2018-10-18,20,18423,16361
2018-10-18,21,18261,15849
2018-10-18,22,17266,14945
2018-10-18,23,16137,13669
2018-10-18,24,15200,12851
2018-10-19,1,14779,12402
2018-10-19,2,14448,12066
2018-10-19,3,14466,11975
2018-10-19,4,14514,12084
2018-10-19,5,15036,12583
2018-10-19,6,16451,14033
2018-10-19,7,17805,15409
2018-10-19,8,17968,15536
2018-10-19,9,17569,15180
2018-10-19,10,17175,14822
2018-10-19,11,16838,14500
2018-10-19,12,16413,14174
2018-10-19,13,16759,14334
2018-10-19,14,17036,14700
2018-10-19,15,17171,14787
2018-10-19,16,17747,15363
2018-10-19,17,17994,15667
2018-10-19,18,18097,15720
2018-10-19,19,18183,15848
2018-10-19,20,17966,15606
2018-10-19,21,17382,14995
2018-10-19,22,16253,13931
2018-10-19,23,15088,12810
2018-10-19,24,14630,12095
2018-10-20,1,13603,11504
2018-10-20,2,13255,11152
2018-10-20,3,13165,11071
2018-10-20,4,13194,11104
2018-10-20,5,13905,11336
2018-10-20,6,14602,12002
2018-10-20,7,15524,12947
2018-10-20,8,16148,13646
2018-10-20,9,16307,13782
2018-10-20,10,16360,13855
2018-10-20,11,16459,13920
2018-10-20,12,16244,13773
2018-10-20,13,15665,13663
2018-10-20,14,15390,13414
2018-10-20,15,15363,13333
2018-10-20,16,16157,14086
2018-10-20,17,17151,14952
2018-10-20,18,17596,15212
2018-10-20,19,17488,14936
2018-10-20,20,17117,14541
2018-10-20,21,16351,13931
2018-10-20,22,15574,13261
2018-10-20,23,14945,12566
2018-10-20,24,14437,11937
2018-10-21,1,13937,11532
2018-10-21,2,13702,11268
2018-10-21,3,13605,11193
2018-10-21,4,13637,11233
2018-10-21,5,13901,11495
2018-10-21,6,14453,12010
2018-10-21,7,14672,12635
2018-10-21,8,15404,13465
2018-10-21,9,15906,13924
2018-10-21,10,16133,14135
2018-10-21,11,16194,14221
2018-10-21,12,16237,14226
2018-10-21,13,16321,14289
2018-10-21,14,16230,14216
2018-10-21,15,16446,14438
2018-10-21,16,16929,14950
2018-10-21,17,17401,15681
2018-10-21,18,17875,16283
2018-10-21,19,17847,16175
2018-10-21,20,17475,15717
2018-10-21,21,17005,15068
2018-10-21,22,16072,14074
2018-10-21,23,15081,13181
2018-10-21,24,15077,12659
2018-10-22,1,14322,12279
2018-10-22,2,14120,12073
2018-10-22,3,14095,11999
2018-10-22,4,14229,12195
2018-10-22,5,14861,12847
2018-10-22,6,16262,14247
2018-10-22,7,17525,15836
2018-10-22,8,18127,16178
2018-10-22,9,17857,15979
2018-10-22,10,17505,15602
2018-10-22,11,17385,15329
2018-10-22,12,16962,14945
2018-10-22,13,17061,15046
2018-10-22,14,17193,15229
2018-10-22,15,17530,15474
2018-10-22,16,17823,15811
2018-10-22,17,18203,16280
2018-10-22,18,18734,16796
2018-10-22,19,19151,17134
2018-10-22,20,18795,16733
2018-10-22,21,17919,15966
2018-10-22,22,16581,14777
2018-10-22,23,15646,13678
2018-10-22,24,14833,12830
2018-10-23,1,14471,12418
2018-10-23,2,14351,12379
2018-10-23,3,14287,12330
2018-10-23,4,14439,12442
2018-10-23,5,14953,13019
2018-10-23,6,16385,14434
2018-10-23,7,17786,15871
2018-10-23,8,18067,16052
2018-10-23,9,17946,15980
2018-10-23,10,17660,15716
2018-10-23,11,17414,15447
2018-10-23,12,17284,15318
2018-10-23,13,17215,15271
2018-10-23,14,17184,15194
2018-10-23,15,17331,15416
2018-10-23,16,18030,15991
2018-10-23,17,18448,16416
2018-10-23,18,18611,16666
2018-10-23,19,18822,17065
2018-10-23,20,18572,16795
2018-10-23,21,18012,16086
2018-10-23,22,17056,15081
2018-10-23,23,16118,13856
2018-10-23,24,15668,13067
2018-10-24,1,15470,12636
2018-10-24,2,15177,12409
2018-10-24,3,15020,12286
2018-10-24,4,15129,12418
2018-10-24,5,15711,13090
2018-10-24,6,16835,14420
2018-10-24,7,18183,16016
2018-10-24,8,18222,16333
2018-10-24,9,17972,16063
2018-10-24,10,17905,15861
2018-10-24,11,17937,15783
2018-10-24,12,18017,15700
2018-10-24,13,18239,15795
2018-10-24,14,18414,15928
2018-10-24,15,18772,16191
2018-10-24,16,19281,16636
2018-10-24,17,19477,17010
2018-10-24,18,19734,17402
2018-10-24,19,19677,17557
2018-10-24,20,19334,17120
2018-10-24,21,18623,16480
2018-10-24,22,17762,15455
2018-10-24,23,16889,14355
2018-10-24,24,16125,13571
2018-10-25,1,15738,13201
2018-10-25,2,15685,13023
2018-10-25,3,15502,12861
2018-10-25,4,15561,12922
2018-10-25,5,16069,13463
2018-10-25,6,17236,14653
2018-10-25,7,18583,16213
2018-10-25,8,19035,16521
2018-10-25,9,18759,16353
2018-10-25,10,18350,16000
2018-10-25,11,18050,15710
2018-10-25,12,17841,15483
2018-10-25,13,17734,15267
2018-10-25,14,17684,15142
2018-10-25,15,17556,15130
2018-10-25,16,18058,15647
2018-10-25,17,18712,16428
2018-10-25,18,18994,16927
2018-10-25,19,18749,17201
2018-10-25,20,18648,16831
2018-10-25,21,18273,16209
2018-10-25,22,17396,15295
2018-10-25,23,16667,14187
2018-10-25,24,16022,13510
2018-10-26,1,15861,13146
2018-10-26,2,15573,12882
2018-10-26,3,15431,12778
2018-10-26,4,15564,12884
2018-10-26,5,16022,13365
2018-10-26,6,17203,14606
2018-10-26,7,18108,16021
2018-10-26,8,17992,16248
2018-10-26,9,18298,16181
2018-10-26,10,18788,16397
2018-10-26,11,18553,15952
2018-10-26,12,18107,15683
2018-10-26,13,18129,15663
2018-10-26,14,17855,15443
2018-10-26,15,17741,15440
2018-10-26,16,18050,15736
2018-10-26,17,18656,16243
2018-10-26,18,19170,16771
2018-10-26,19,19150,16870
2018-10-26,20,18559,16236
2018-10-26,21,18218,15710
2018-10-26,22,17417,14868
2018-10-26,23,16555,13900
2018-10-26,24,15492,12999
2018-10-27,1,14971,12417
2018-10-27,2,14681,12151
2018-10-27,3,14652,12055
2018-10-27,4,14770,12025
2018-10-27,5,15067,12300
2018-10-27,6,15533,12860
2018-10-27,7,16240,13619
2018-10-27,8,17138,14529
2018-10-27,9,17780,15139
2018-10-27,10,17794,15231
2018-10-27,11,18185,15597
2018-10-27,12,17948,15396
2018-10-27,13,17715,15163
2018-10-27,14,17700,15149
2018-10-27,15,17839,15271
2018-10-27,16,18291,15698
2018-10-27,17,18665,16116
2018-10-27,18,18146,16390
2018-10-27,19,18361,16075
2018-10-27,20,17936,15655
2018-10-27,21,17759,15226
2018-10-27,22,17187,14560
2018-10-27,23,16403,13769
2018-10-27,24,15897,13218
2018-10-28,1,15524,12816
2018-10-28,2,15246,12550
2018-10-28,3,15167,12473
2018-10-28,4,15210,12473
2018-10-28,5,15216,12579
2018-10-28,6,15314,12998
2018-10-28,7,15794,13578
2018-10-28,8,16215,14275
2018-10-28,9,16919,14844
2018-10-28,10,16959,15279
2018-10-28,11,17208,15448
2018-10-28,12,17268,15535
2018-10-28,13,17012,15476
2018-10-28,14,17050,15312
2018-10-28,15,17083,15377
2018-10-28,16,17641,15820
2018-10-28,17,18233,16343
2018-10-28,18,18410,16807
2018-10-28,19,17769,16386
2018-10-28,20,17659,15936
2018-10-28,21,17257,15305
2018-10-28,22,16629,14395
2018-10-28,23,15914,13479
2018-10-28,24,15362,12837
2018-10-29,1,15313,12604
2018-10-29,2,15026,12294
2018-10-29,3,14975,12251
2018-10-29,4,15047,12336
2018-10-29,5,15707,13032
2018-10-29,6,16941,14328
2018-10-29,7,17756,15673
2018-10-29,8,18257,16255
2018-10-29,9,18254,16313
2018-10-29,10,18186,16256
2018-10-29,11,18242,16007
2018-10-29,12,18290,15820
2018-10-29,13,18259,15659
2018-10-29,14,17951,15347
2018-10-29,15,17714,15342
2018-10-29,16,18008,15802
2018-10-29,17,18294,16316
2018-10-29,18,18894,17151
2018-10-29,19,19163,17370
2018-10-29,20,18739,17008
2018-10-29,21,18118,16320
2018-10-29,22,16840,15064
2018-10-29,23,16146,14128
2018-10-29,24,16071,13501
2018-10-30,1,15755,13070
2018-10-30,2,15530,12853
2018-10-30,3,15527,12794
2018-10-30,4,15514,12942
2018-10-30,5,15695,13521
2018-10-30,6,16906,14977
2018-10-30,7,18116,16530
